cnty,horizon,method,fct_date,step_ahead,fct_mean,fct_std,true
06059,2021-05-23,AR_spatial,2021-05-30,1-step_ahead,470.0098752395089,50.39533704462199,302.0
06065,2021-05-23,AR_spatial,2021-05-30,1-step_ahead,459.849457110565,74.75421932376173,288.0
06073,2021-05-23,AR_spatial,2021-05-30,1-step_ahead,540.2626854179264,47.31521454370018,601.0
17031,2021-05-23,AR_spatial,2021-05-30,1-step_ahead,2805.535434288,381.56603454167913,1622.0
36047,2021-05-23,AR_spatial,2021-05-30,1-step_ahead,956.627029438775,117.6493046205552,465.0
48113,2021-05-23,AR_spatial,2021-05-30,1-step_ahead,785.1119110837865,70.970570428033,546.0
48201,2021-05-23,AR_spatial,2021-05-30,1-step_ahead,2005.9132024537944,181.9426651905543,1446.0
04013,2021-05-16,AR_spatial,2021-05-23,1-step_ahead,2809.9559699034307,341.56720384285467,3032.0
06037,2021-05-16,AR_spatial,2021-05-23,1-step_ahead,1340.4839011996105,125.91004133375796,5105.0
06059,2021-05-16,AR_spatial,2021-05-23,1-step_ahead,399.309362882438,51.24921856401187,470.0
06065,2021-05-16,AR_spatial,2021-05-23,1-step_ahead,456.3980319246104,68.71115672658473,360.0
06073,2021-05-16,AR_spatial,2021-05-23,1-step_ahead,625.7210562366988,60.60050349685256,606.0
17031,2021-05-16,AR_spatial,2021-05-23,1-step_ahead,4051.410197186628,369.96775866181525,2795.0
36047,2021-05-16,AR_spatial,2021-05-23,1-step_ahead,1400.1730790910308,117.99662864771558,948.0
48113,2021-05-16,AR_spatial,2021-05-23,1-step_ahead,925.3403755210963,83.81515099769231,842.0
48201,2021-05-16,AR_spatial,2021-05-23,1-step_ahead,1574.1345694272302,97.02034493685564,2010.0
04013,2021-05-09,AR_spatial,2021-05-16,1-step_ahead,3070.5533913816803,463.3515176665617,2780.0
06037,2021-05-09,AR_spatial,2021-05-16,1-step_ahead,1857.764904615308,166.34153162808272,1334.0
06059,2021-05-09,AR_spatial,2021-05-16,1-step_ahead,486.2159373204462,80.53362362583624,395.0
06065,2021-05-09,AR_spatial,2021-05-16,1-step_ahead,728.4271329527344,67.56062025026297,415.0
06073,2021-05-09,AR_spatial,2021-05-16,1-step_ahead,1235.5428253373225,103.34379794276664,725.0
17031,2021-05-09,AR_spatial,2021-05-16,1-step_ahead,4676.925343786571,537.5169566201973,4036.0
36047,2021-05-09,AR_spatial,2021-05-16,1-step_ahead,1678.6294311525455,198.3893329058126,1395.0
48113,2021-05-09,AR_spatial,2021-05-16,1-step_ahead,1069.0818428235298,116.3467639281298,967.0
48201,2021-05-09,AR_spatial,2021-05-16,1-step_ahead,1447.6788226602548,113.08151505250852,1567.0
04013,2021-05-02,AR_spatial,2021-05-09,1-step_ahead,3302.7164174864856,385.5703134015994,3053.0
06037,2021-05-02,AR_spatial,2021-05-09,1-step_ahead,1905.3548497079637,202.95975791215545,1851.0
06059,2021-05-02,AR_spatial,2021-05-09,1-step_ahead,510.381834533293,52.19219256750824,489.0
06065,2021-05-02,AR_spatial,2021-05-09,1-step_ahead,617.1183254296178,71.34026009823543,660.0
06073,2021-05-02,AR_spatial,2021-05-09,1-step_ahead,1388.67356924616,158.8493410379547,1367.0
17031,2021-05-02,AR_spatial,2021-05-09,1-step_ahead,6089.210223616453,553.3402868069106,4668.0
36047,2021-05-02,AR_spatial,2021-05-09,1-step_ahead,2537.658558231245,392.3643182416878,1676.0
48113,2021-05-02,AR_spatial,2021-05-09,1-step_ahead,1653.6644551984964,160.53958706865447,1140.0
48201,2021-05-02,AR_spatial,2021-05-09,1-step_ahead,2328.9666212709844,54.11027835573902,2082.0
04013,2021-04-25,AR_spatial,2021-05-02,1-step_ahead,2558.5270631453272,24.88134346953555,3303.0
06037,2021-04-25,AR_spatial,2021-05-02,1-step_ahead,2318.565653618754,305.50958305767324,1917.0
06059,2021-04-25,AR_spatial,2021-05-02,1-step_ahead,645.1399416116424,72.21179086484156,511.0
06065,2021-04-25,AR_spatial,2021-05-02,1-step_ahead,566.1261083002985,78.5767408349909,480.0
06073,2021-04-25,AR_spatial,2021-05-02,1-step_ahead,448.91331719039727,36.005927282372454,1541.0
17031,2021-04-25,AR_spatial,2021-05-02,1-step_ahead,7314.248385481917,651.0538980686482,6078.0
36047,2021-04-25,AR_spatial,2021-05-02,1-step_ahead,3727.406825218659,469.8177480616024,2529.0
48113,2021-04-25,AR_spatial,2021-05-02,1-step_ahead,1474.9085559300013,128.0448676408832,1470.0
48201,2021-04-25,AR_spatial,2021-05-02,1-step_ahead,2928.1261433253308,192.73787033565503,2164.0
04013,2021-04-18,AR_spatial,2021-04-25,1-step_ahead,3096.5471309023887,223.6333701066013,3983.0
06037,2021-04-18,AR_spatial,2021-04-25,1-step_ahead,2529.431080279864,383.5872353397088,2319.0
06059,2021-04-18,AR_spatial,2021-04-25,1-step_ahead,681.4102596446086,63.78271439637643,645.0
06065,2021-04-18,AR_spatial,2021-04-25,1-step_ahead,667.182484994196,81.5735486969611,614.0
06073,2021-04-18,AR_spatial,2021-04-25,1-step_ahead,1094.075107264386,130.3876218806871,642.0
17031,2021-04-18,AR_spatial,2021-04-25,1-step_ahead,7654.23661178425,603.5451116726864,7277.0
36047,2021-04-18,AR_spatial,2021-04-25,1-step_ahead,5341.092590936702,643.0650444434534,3737.0
48113,2021-04-18,AR_spatial,2021-04-25,1-step_ahead,1766.8029070628922,152.72890760107958,1779.0
48201,2021-04-18,AR_spatial,2021-04-25,1-step_ahead,3806.778340076563,169.3209209790271,3551.0
04013,2021-04-11,AR_spatial,2021-04-18,1-step_ahead,2486.649954434901,96.25962910285295,3318.0
06037,2021-04-11,AR_spatial,2021-04-18,1-step_ahead,3335.823240486591,404.96162308531126,2545.0
06059,2021-04-11,AR_spatial,2021-04-18,1-step_ahead,913.1345514115776,79.07685762452604,680.0
06065,2021-04-11,AR_spatial,2021-04-18,1-step_ahead,1130.253184853481,123.61722068225848,637.0
06073,2021-04-11,AR_spatial,2021-04-18,1-step_ahead,1762.1019378840924,222.7561346447316,1274.0
17031,2021-04-11,AR_spatial,2021-04-18,1-step_ahead,8998.796580658372,883.724845838312,7695.0
36047,2021-04-11,AR_spatial,2021-04-18,1-step_ahead,6395.8682016250095,943.1021477806644,5323.0
48113,2021-04-11,AR_spatial,2021-04-18,1-step_ahead,1609.2546356619666,84.54585105182403,1761.0
48201,2021-04-11,AR_spatial,2021-04-18,1-step_ahead,3708.978778440667,255.19116101924055,3485.0
04013,2021-04-04,AR_spatial,2021-04-11,1-step_ahead,2705.716945657143,310.2967748848758,2533.0
06037,2021-04-04,AR_spatial,2021-04-11,1-step_ahead,4413.6536688208425,433.82866611966017,3342.0
06059,2021-04-04,AR_spatial,2021-04-11,1-step_ahead,1499.0916089934076,199.13359408403065,912.0
06065,2021-04-04,AR_spatial,2021-04-11,1-step_ahead,1354.7749232894191,122.669406979443,926.0
06073,2021-04-04,AR_spatial,2021-04-11,1-step_ahead,2013.344598345964,261.3679328830609,2001.0
17031,2021-04-04,AR_spatial,2021-04-11,1-step_ahead,9463.18435544357,958.2510282331853,9016.0
36047,2021-04-04,AR_spatial,2021-04-11,1-step_ahead,7646.884034584944,496.4978254059088,6431.0
48113,2021-04-04,AR_spatial,2021-04-11,1-step_ahead,1783.9277925666895,113.571275349096,1592.0
48201,2021-04-04,AR_spatial,2021-04-11,1-step_ahead,3184.573884043528,230.1061635403575,3820.0
04013,2021-03-28,AR_spatial,2021-04-04,1-step_ahead,3233.6575445799126,91.20075040427297,2704.0
06037,2021-03-28,AR_spatial,2021-04-04,1-step_ahead,3116.5224727741943,443.30739148436766,4406.0
06059,2021-03-28,AR_spatial,2021-04-04,1-step_ahead,813.2986893934349,96.80552153304508,1493.0
06065,2021-03-28,AR_spatial,2021-04-04,1-step_ahead,904.2169930837103,78.06467295715377,1710.0
06073,2021-03-28,AR_spatial,2021-04-04,1-step_ahead,1759.6694014395362,203.60895305815208,1958.0
17031,2021-03-28,AR_spatial,2021-04-04,1-step_ahead,8244.228156726287,579.3862630652801,9419.0
36047,2021-03-28,AR_spatial,2021-04-04,1-step_ahead,6547.230059613487,330.813703109548,7530.0
48113,2021-03-28,AR_spatial,2021-04-04,1-step_ahead,1354.354197446361,76.55187547350789,1800.0
48201,2021-03-28,AR_spatial,2021-04-04,1-step_ahead,4881.318142508427,309.247340151592,3410.0
04013,2021-03-21,AR_spatial,2021-03-28,1-step_ahead,1386.9715905376736,17.222669315039674,2273.0
06037,2021-03-21,AR_spatial,2021-03-28,1-step_ahead,3956.056103178882,525.3623248947015,3118.0
06059,2021-03-21,AR_spatial,2021-03-28,1-step_ahead,1048.3954087561783,130.16700878332742,811.0
06065,2021-03-21,AR_spatial,2021-03-28,1-step_ahead,858.9268220901622,98.9201378295096,764.0
06073,2021-03-21,AR_spatial,2021-03-28,1-step_ahead,1739.6482888090256,180.04670096622792,2270.0
17031,2021-03-21,AR_spatial,2021-03-28,1-step_ahead,6368.887170234967,594.1229418124699,8239.0
36047,2021-03-21,AR_spatial,2021-03-28,1-step_ahead,4196.076793958749,241.53496248640224,8009.0
48113,2021-03-21,AR_spatial,2021-03-28,1-step_ahead,2581.3002084243485,251.404488736402,1063.0
48201,2021-03-21,AR_spatial,2021-03-28,1-step_ahead,4539.251922927208,319.6255131479191,5553.0
04013,2021-03-14,AR_spatial,2021-03-21,1-step_ahead,961.9683498158493,130.41010386318965,1837.0
06037,2021-03-14,AR_spatial,2021-03-21,1-step_ahead,3947.65658711159,410.71797823147904,3983.0
06059,2021-03-14,AR_spatial,2021-03-21,1-step_ahead,951.0250188714048,133.11887104229382,1053.0
06065,2021-03-14,AR_spatial,2021-03-21,1-step_ahead,1100.953922299984,135.72108614145858,678.0
06073,2021-03-14,AR_spatial,2021-03-21,1-step_ahead,2257.616409834099,287.21529598247463,1909.0
17031,2021-03-14,AR_spatial,2021-03-21,1-step_ahead,5192.36042617447,459.135098554598,6366.0
36047,2021-03-14,AR_spatial,2021-03-21,1-step_ahead,6271.078690989882,219.2983069814485,10871.0
48113,2021-03-14,AR_spatial,2021-03-21,1-step_ahead,1865.9843698061468,165.6261508165484,2807.0
48201,2021-03-14,AR_spatial,2021-03-21,1-step_ahead,5002.700058330936,289.08408325995515,3799.0
04013,2021-03-07,AR_spatial,2021-03-14,1-step_ahead,1036.305753168483,63.5263008775966,960.0
06037,2021-03-07,AR_spatial,2021-03-14,1-step_ahead,1289.0528402568343,152.33417571664336,3943.0
06059,2021-03-07,AR_spatial,2021-03-14,1-step_ahead,123.98184780415512,16.707531649200664,947.0
06065,2021-03-07,AR_spatial,2021-03-14,1-step_ahead,1.5776874427809089,0.0444417222064754,948.0
06073,2021-03-07,AR_spatial,2021-03-14,1-step_ahead,0.9966594888682824,0.0755516256947792,2356.0
17031,2021-03-07,AR_spatial,2021-03-14,1-step_ahead,385.7142740563536,17.634987342706047,5178.0
36047,2021-03-07,AR_spatial,2021-03-14,1-step_ahead,1612.5958496718615,67.09566956587652,6390.0
48113,2021-03-07,AR_spatial,2021-03-14,1-step_ahead,1.0027145723173718,0.071854415998376,1905.0
48201,2021-03-07,AR_spatial,2021-03-14,1-step_ahead,872.4447782554145,76.76757669639034,5034.0
04013,2021-02-28,AR_spatial,2021-03-07,1-step_ahead,5652.157826061961,490.13978501651167,5080.0
06037,2021-02-28,AR_spatial,2021-03-07,1-step_ahead,11041.90332138008,1049.9855025238444,7981.0
06059,2021-02-28,AR_spatial,2021-03-07,1-step_ahead,1530.7864625257846,182.0345827028572,1103.0
06065,2021-02-28,AR_spatial,2021-03-07,1-step_ahead,1458.9214468072448,227.62816801793045,1031.0
06073,2021-02-28,AR_spatial,2021-03-07,1-step_ahead,3152.782354098341,446.0582058557104,2605.0
17031,2021-02-28,AR_spatial,2021-03-07,1-step_ahead,4540.307870516119,405.193503764964,3926.0
36047,2021-02-28,AR_spatial,2021-03-07,1-step_ahead,8338.807518958954,660.2064235912474,7724.0
48113,2021-02-28,AR_spatial,2021-03-07,1-step_ahead,3608.425778093684,257.8529234925236,2446.0
48201,2021-02-28,AR_spatial,2021-03-07,1-step_ahead,9634.659591374771,790.5292182948651,5990.0
04013,2021-02-21,AR_spatial,2021-02-28,1-step_ahead,5481.679706331671,219.41862998693145,5528.0
06037,2021-02-21,AR_spatial,2021-02-28,1-step_ahead,11749.093294102153,1906.0568402606807,10974.0
06059,2021-02-21,AR_spatial,2021-02-28,1-step_ahead,2041.3924669829864,212.319901343495,1528.0
06065,2021-02-21,AR_spatial,2021-02-28,1-step_ahead,1906.9160030187,311.3067268870706,1237.0
06073,2021-02-21,AR_spatial,2021-02-28,1-step_ahead,3115.8786967497053,450.0733924520459,2906.0
17031,2021-02-21,AR_spatial,2021-02-28,1-step_ahead,4566.249606886658,527.2041952857726,4554.0
36047,2021-02-21,AR_spatial,2021-02-28,1-step_ahead,8243.678927185829,613.8396334848221,8334.0
48113,2021-02-21,AR_spatial,2021-02-28,1-step_ahead,3742.6746046221806,330.3893870748108,3804.0
48201,2021-02-21,AR_spatial,2021-02-28,1-step_ahead,7891.380115162829,548.5066393372545,9433.0
04013,2021-02-14,AR_spatial,2021-02-21,1-step_ahead,7352.604169941297,311.50532626417777,5997.0
06037,2021-02-14,AR_spatial,2021-02-21,1-step_ahead,14296.667730660552,2239.33135992622,11745.0
06059,2021-02-14,AR_spatial,2021-02-21,1-step_ahead,2502.609357490245,363.1869148571953,2031.0
06065,2021-02-14,AR_spatial,2021-02-21,1-step_ahead,2116.090541908411,341.4373783588352,1860.0
06073,2021-02-14,AR_spatial,2021-02-21,1-step_ahead,4826.550585593493,786.6601552734207,3788.0
17031,2021-02-14,AR_spatial,2021-02-21,1-step_ahead,4059.466816406493,355.9513021683583,4565.0
36047,2021-02-14,AR_spatial,2021-02-21,1-step_ahead,8734.52275893172,1134.9162727909522,8136.0
48113,2021-02-14,AR_spatial,2021-02-21,1-step_ahead,3122.8619264447443,369.1065761116639,3495.0
48201,2021-02-14,AR_spatial,2021-02-21,1-step_ahead,5294.196700356126,405.4893443559124,7566.0
04013,2021-02-07,AR_spatial,2021-02-14,1-step_ahead,10962.492067524918,747.9923606357863,6612.0
06037,2021-02-07,AR_spatial,2021-02-14,1-step_ahead,21252.41994052257,1828.5973733897356,14269.0
06059,2021-02-07,AR_spatial,2021-02-14,1-step_ahead,5411.447582902146,872.8526769455075,2481.0
06065,2021-02-07,AR_spatial,2021-02-14,1-step_ahead,5237.383749325017,829.289577488298,2119.0
06073,2021-02-07,AR_spatial,2021-02-14,1-step_ahead,6335.160634092383,1000.5957967026906,5028.0
17031,2021-02-07,AR_spatial,2021-02-14,1-step_ahead,5598.856457311617,546.6612055314099,4038.0
36047,2021-02-07,AR_spatial,2021-02-14,1-step_ahead,9327.788074609369,1641.8364382210675,8740.0
48113,2021-02-07,AR_spatial,2021-02-14,1-step_ahead,7192.10811201778,766.2638186885913,3678.0
48201,2021-02-07,AR_spatial,2021-02-14,1-step_ahead,8627.576538668298,853.1989214869759,7280.0
04013,2021-01-31,AR_spatial,2021-02-07,1-step_ahead,16767.576421247748,1682.986899609956,11015.0
06037,2021-01-31,AR_spatial,2021-02-07,1-step_ahead,32248.42781788924,3949.5138292646825,21289.0
06059,2021-01-31,AR_spatial,2021-02-07,1-step_ahead,6511.552420755303,770.9366553941705,5431.0
06065,2021-01-31,AR_spatial,2021-02-07,1-step_ahead,8265.793941420903,546.3446783837674,3658.0
06073,2021-01-31,AR_spatial,2021-02-07,1-step_ahead,8537.993285923832,1766.2242087259626,6630.0
17031,2021-01-31,AR_spatial,2021-02-07,1-step_ahead,6987.745190262674,866.5151483476378,5601.0
36047,2021-01-31,AR_spatial,2021-02-07,1-step_ahead,8746.153853024827,1497.2424396201218,9326.0
48113,2021-01-31,AR_spatial,2021-02-07,1-step_ahead,9475.617352502504,1057.782819944999,7350.0
48201,2021-01-31,AR_spatial,2021-02-07,1-step_ahead,12408.403423920316,1204.5482808008385,7031.0
04013,2021-01-24,AR_spatial,2021-01-31,1-step_ahead,28029.245458880552,2736.085528755797,16765.0
06037,2021-01-24,AR_spatial,2021-01-31,1-step_ahead,46100.83944102424,6829.320721416144,32200.0
06059,2021-01-24,AR_spatial,2021-01-31,1-step_ahead,7270.1246822548865,931.327389024744,6517.0
06065,2021-01-24,AR_spatial,2021-01-31,1-step_ahead,13415.726763618206,1963.419355759593,6839.0
06073,2021-01-24,AR_spatial,2021-01-31,1-step_ahead,11088.093465569516,1877.748339398725,9032.0
17031,2021-01-24,AR_spatial,2021-01-31,1-step_ahead,9154.857234878997,1149.5213659481212,6998.0
36047,2021-01-24,AR_spatial,2021-01-31,1-step_ahead,11485.23857116674,1156.6171340865617,8764.0
48113,2021-01-24,AR_spatial,2021-01-31,1-step_ahead,11296.394174854808,1013.1275281820012,9818.0
48201,2021-01-24,AR_spatial,2021-01-31,1-step_ahead,18192.02507333472,1634.2802302728371,14583.0
04013,2021-01-17,AR_spatial,2021-01-24,1-step_ahead,30516.56048896269,3397.6362515146598,24863.0
06037,2021-01-17,AR_spatial,2021-01-24,1-step_ahead,60290.96524010277,10199.26846714229,45886.0
06059,2021-01-17,AR_spatial,2021-01-24,1-step_ahead,8800.964632447445,751.8906767049124,7270.0
06065,2021-01-17,AR_spatial,2021-01-24,1-step_ahead,23427.824720052187,3178.13949367384,11874.0
06073,2021-01-17,AR_spatial,2021-01-24,1-step_ahead,15716.948283162365,2814.502007638672,11858.0
17031,2021-01-17,AR_spatial,2021-01-24,1-step_ahead,12192.315203900713,1133.3151600796111,9142.0
36047,2021-01-17,AR_spatial,2021-01-24,1-step_ahead,11928.029612666607,1564.464036566875,11461.0
48113,2021-01-17,AR_spatial,2021-01-24,1-step_ahead,12464.150076087226,1755.7841214103655,11767.0
48201,2021-01-17,AR_spatial,2021-01-24,1-step_ahead,14986.59910987544,2274.5716928586435,17399.0
04013,2021-01-10,AR_spatial,2021-01-17,1-step_ahead,38869.83785252315,6513.716989607719,31149.0
06037,2021-01-10,AR_spatial,2021-01-17,1-step_ahead,97702.43383209789,13054.343247751303,60812.0
06059,2021-01-10,AR_spatial,2021-01-17,1-step_ahead,16399.351564280958,3049.799587287345,8739.0
06065,2021-01-10,AR_spatial,2021-01-17,1-step_ahead,23124.191736110093,3025.5075601074573,14853.0
06073,2021-01-10,AR_spatial,2021-01-17,1-step_ahead,21368.28821386339,3135.355397395629,16362.0
17031,2021-01-10,AR_spatial,2021-01-17,1-step_ahead,15362.809370015024,2225.4716254299,12215.0
36047,2021-01-10,AR_spatial,2021-01-17,1-step_ahead,12500.483999658874,2089.429511600902,11826.0
48113,2021-01-10,AR_spatial,2021-01-17,1-step_ahead,18350.54335590141,2136.546925493373,13287.0
48201,2021-01-10,AR_spatial,2021-01-17,1-step_ahead,21648.17037418507,2521.658138489637,15954.0
04013,2021-01-03,AR_spatial,2021-01-10,1-step_ahead,43272.92470082337,8409.741981319163,38542.0
06037,2021-01-03,AR_spatial,2021-01-10,1-step_ahead,100134.40778404583,18209.212853006447,97616.0
06059,2021-01-03,AR_spatial,2021-01-10,1-step_ahead,25295.6752427134,4320.001695196384,16348.0
06065,2021-01-03,AR_spatial,2021-01-10,1-step_ahead,23382.52647344904,3281.842483793117,24237.0
06073,2021-01-03,AR_spatial,2021-01-10,1-step_ahead,23952.844922774428,3615.416321985841,22149.0
17031,2021-01-03,AR_spatial,2021-01-10,1-step_ahead,18128.29314750028,2094.017612845916,15394.0
36047,2021-01-03,AR_spatial,2021-01-10,1-step_ahead,10664.525380552834,1594.6021714065091,12630.0
48113,2021-01-03,AR_spatial,2021-01-10,1-step_ahead,18887.38757145181,1770.670707130379,18660.0
48201,2021-01-03,AR_spatial,2021-01-10,1-step_ahead,16704.849580539492,1265.912255738139,22266.0
04013,2020-12-27,AR_spatial,2021-01-03,1-step_ahead,28456.62510328308,4353.675677520506,43507.0
06037,2020-12-27,AR_spatial,2021-01-03,1-step_ahead,99825.5557376946,18944.179630309787,99892.0
06059,2020-12-27,AR_spatial,2021-01-03,1-step_ahead,23686.448007969742,3367.147752796097,25272.0
06065,2020-12-27,AR_spatial,2021-01-03,1-step_ahead,22033.44647328633,3398.755373558896,25295.0
06073,2020-12-27,AR_spatial,2021-01-03,1-step_ahead,21894.51506168169,3484.222425626198,25357.0
17031,2020-12-27,AR_spatial,2021-01-03,1-step_ahead,14423.883151801145,1632.048939734217,18049.0
36047,2020-12-27,AR_spatial,2021-01-03,1-step_ahead,8264.693531949135,1032.6989189780534,10679.0
48113,2020-12-27,AR_spatial,2021-01-03,1-step_ahead,15427.894818929204,1461.5829839639264,18461.0
48201,2020-12-27,AR_spatial,2021-01-03,1-step_ahead,17638.27242720438,1507.3398984221772,16389.0
04013,2020-12-20,AR_spatial,2020-12-27,1-step_ahead,25415.560550946368,4401.070114459418,28593.0
06037,2020-12-20,AR_spatial,2020-12-27,1-step_ahead,97258.55004519108,14374.624048240914,99722.0
06059,2020-12-20,AR_spatial,2020-12-27,1-step_ahead,19007.446926347093,2586.3075753098706,23657.0
06065,2020-12-20,AR_spatial,2020-12-27,1-step_ahead,24288.133686351168,3333.1603642962627,24267.0
06073,2020-12-20,AR_spatial,2020-12-27,1-step_ahead,19576.375930162307,2763.9255817078983,23047.0
17031,2020-12-20,AR_spatial,2020-12-27,1-step_ahead,14629.352948694195,1599.6945735979723,14462.0
36047,2020-12-20,AR_spatial,2020-12-27,1-step_ahead,8125.730805939374,1069.3096388349222,8241.0
48113,2020-12-20,AR_spatial,2020-12-27,1-step_ahead,9219.551754900394,756.104861418252,12448.0
48201,2020-12-20,AR_spatial,2020-12-27,1-step_ahead,8373.045940458305,863.1553532045541,20626.0
04013,2020-12-13,AR_spatial,2020-12-20,1-step_ahead,28114.14081113644,2600.857869648927,25569.0
06037,2020-12-13,AR_spatial,2020-12-20,1-step_ahead,90934.42800625892,5455.7706264692415,96556.0
06059,2020-12-13,AR_spatial,2020-12-20,1-step_ahead,25090.522730775527,3311.2524711015667,19061.0
06065,2020-12-13,AR_spatial,2020-12-20,1-step_ahead,27072.836672821748,4094.636542079066,24265.0
06073,2020-12-13,AR_spatial,2020-12-20,1-step_ahead,17907.201382229752,3482.12146959348,20654.0
